Ticker,Company Name,Theme,Sub Theme,Assignment
KRG,Kite Realty Group Trust,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
KTOS,"Kratos Defense & Security Solutions, Inc.",Hardware,Hardware - Next-Gen & Specialty,Primary
KTOS,"Kratos Defense & Security Solutions, Inc.",Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Secondary
KVHI,Kvh Industries Inc \De\,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary
KVUE,Kenvue Inc.,Consumer Goods & Retail,Consumer - Household & Personal Care,Primary
KVUE,Kenvue Inc.,Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Secondary
L,Loews Corp,Conglomerates & Diversified Holdings,Diversified Holdings & Multi-Industry Conglomerates,Primary
L,Loews Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Secondary
LAC,Lithium Americas Corp.,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary
LAC,Lithium Americas Corp.,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Secondary
LAD,"Lithia Motors, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
LAES,Sealsq Corp,Semiconductors,Semis - Emerging Technologies,Primary
LAMR,Lamar Advertising Co,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
LAMR,Lamar Advertising Co,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary
LAR,Lithium Argentina Ag,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Primary
LAUR,"Laureate Education, Inc.",Education Technology,Education - Workforce Training,Primary
LCID,"Lucid Group, Inc.",Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Primary
LCID,"Lucid Group, Inc.",Electric Vehicles & Mobility,EVs - Manufacturers,Secondary
LDOS,"Leidos Holdings, Inc.",Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
LDOS,"Leidos Holdings, Inc.",Space Tech,Space - Data Analytics & Earth Observation,Secondary
LEA,Lear Corp,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary
LECO,"Lincoln Electric Holdings, Inc.",Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
LECO,"Lincoln Electric Holdings, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
LEN,Lennar Corp,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
LEU,Centrus Energy Corp,Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Primary
LEU,Centrus Energy Corp,Commodities - Energy,Comm Energy - Uranium & Nuclear Fuels,Secondary
LEVI,Levi Strauss & Co,E-commerce,E-commerce - Direct-to-Consumer,Primary
LEVI,Levi Strauss & Co,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Secondary
LFST,"Lifestance Health Group, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
LFUS,"Littelfuse, Inc.",Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
LFUS,"Littelfuse, Inc.",Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Secondary
LH,Labcorp Holdings Inc.,Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
LHX,"L3Harris Technologies, Inc. /De/",Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
LHX,"L3Harris Technologies, Inc. /De/",Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Secondary
LI,Li Auto Inc.,Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Primary
LI,Li Auto Inc.,Electric Vehicles & Mobility,EVs - Manufacturers,Secondary
LII,Lennox International Inc.,Industrials & Construction,Industrials - Building Products & HVAC,Primary
LIN,Linde Plc,Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
LIN,Linde Plc,Environmental Sustainability,Environmental - Climate Technologies & Carbon Solutions,Secondary
LINC,Lincoln Educational Services Corp,Education Technology,Education - Workforce Training,Primary
LITE,Lumentum Holdings Inc.,Hardware,Hardware - Communications & Telecom,Primary
LITE,Lumentum Holdings Inc.,Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Secondary
LIVN,Livanova Plc,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
LKQ,Lkq Corp,Commodities - Metals,Comm Metals - Recycling & Circular Materials,Primary
LLY,Eli Lilly & Co,Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary
LLY,Eli Lilly & Co,Healthcare & Biotech,Healthcare - Age-Related & Longevity Therapeutics,Secondary
LMND,"Lemonade, Inc.",FinTech & Digital Finance,FinTech - InsurTech & Embedded Insurance,Primary
LMT,Lockheed Martin Corp,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
LMT,Lockheed Martin Corp,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Secondary
LNG,"Cheniere Energy, Inc.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Primary
LNN,Lindsay Corp,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary
LNT,Alliant Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
LNTH,"Lantheus Holdings, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
LNTH,"Lantheus Holdings, Inc.",Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Secondary
LNZA,"Lanzatech Global, Inc.",Environmental Sustainability,Environmental - Climate Technologies & Carbon Solutions,Primary
LNZA,"Lanzatech Global, Inc.",Environmental Sustainability,Environmental - Sustainable Agriculture & Resource Management,Secondary
LOCL,Local Bounti Corporation/De,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary
LOGI,Logitech International S.A.,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
LOPE,"Grand Canyon Education, Inc.",Education Technology,"Education - Platforms, Infrastructure & Online Learning",Primary
LOW,"Lowe's Companies, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
LOW,"Lowe's Companies, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Secondary
LPX,Louisiana-Pacific Corp,Industrials & Construction,Industrials - Building Products & HVAC,Primary
LQDA,Liquidia Corp,Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Primary
LRCX,Lam Research Corp,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
LRCX,Lam Research Corp,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary
LRN,"Stride, Inc.",Education Technology,Education - Digital Curriculum,Primary
LRN,"Stride, Inc.",Education Technology,"Education - Platforms, Infrastructure & Online Learning",Secondary
LSCC,Lattice Semiconductor Corp,Semiconductors,Semis - Emerging Technologies,Primary
LSCC,Lattice Semiconductor Corp,Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Secondary
LSF,"Laird Superfood, Inc.",Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary
LSPD,Lightspeed Commerce Inc.,E-commerce,E-commerce - Platforms,Primary
LSTR,Landstar System Inc,Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
LULU,Lululemon Athletica Inc.,E-commerce,E-commerce - Direct-to-Consumer,Primary
LULU,Lululemon Athletica Inc.,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary
LUNR,"Intuitive Machines, Inc.",Space Tech,"Space - Infrastructure, Exploration & Launch",Primary
LUV,Southwest Airlines Co,Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary
LUXE,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
LVS,Las Vegas Sands Corp,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
LXFR,Luxfer Holdings Plc,Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary
LYB,Lyondellbasell Industries N.V.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
LYFT,"Lyft, Inc.",Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Primary
LYFT,"Lyft, Inc.",Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Secondary
LYV,"Live Nation Entertainment, Inc.",Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
LYV,"Live Nation Entertainment, Inc.",Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary
M,"Macy'S, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
MA,Mastercard Inc,FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
MA,Mastercard Inc,Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Secondary
MAA,Mid America Apartment Communities Inc.,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
MAC,Macerich Co,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
MANH,Manhattan Associates Inc,Industrial Automation & Robotics,Automation - Smart Logistics & Warehouse Automation,Primary
MANH,Manhattan Associates Inc,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary
MAR,Marriott International Inc /Md/,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
MARA,"Mara Holdings, Inc.",FinTech & Digital Finance,"FinTech - Crypto, Blockchain & Tokenization",Primary
MARA,"Mara Holdings, Inc.",Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Secondary
MAS,Masco Corp,Industrials & Construction,Industrials - Building Products & HVAC,Primary
MAT,"Mattel, Inc.",Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
MATX,"Matson, Inc.",Transportation & Logistics,Transportation - Marine Shipping & Ports,Primary
MBLY,Mobileye Global Inc.,Hardware,Hardware - Next-Gen & Specialty,Primary
MBLY,Mobileye Global Inc.,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
MCD,Mcdonald's Corp,Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary
MCHP,Microchip Technology Inc,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
MCHP,Microchip Technology Inc,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Secondary
MCK,Mckesson Corp,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
MCO,Moodys Corp /De/,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
MDB,"Mongodb, Inc.",Cloud Computing,Cloud - Hyperscalers & Platforms,Primary
MDB,"Mongodb, Inc.",Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Secondary
MDLZ,"Mondelez International, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
MDT,Medtronic Plc,Industrial Automation & Robotics,Robotics - Medical & Surgical Robotics,Primary
MDT,Medtronic Plc,Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Secondary
MEDP,"Medpace Holdings, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
MEDP,"Medpace Holdings, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary
MELI,Mercadolibre Inc,E-commerce,E-commerce - Online Marketplaces & Recommerce,Primary
MELI,Mercadolibre Inc,Software,Software - Vertical SaaS Platforms,Secondary
MESO,Mesoblast Ltd,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
MET,"Metlife, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
META,"Meta Platforms, Inc.",Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
META,"Meta Platforms, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Secondary
METC,"Ramaco Resources, Inc.",Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
MGA,Magna International Inc,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary
MGM,Mgm Resorts International,Digital Entertainment & Media,"Entertainment - Sports Betting, Wagering & Prediction Markets",Primary
MGM,Mgm Resorts International,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Secondary
MGNI,"Magnite, Inc.",E-commerce,E-commerce - Retail Media & Advertising,Primary
MGNI,"Magnite, Inc.",Artificial Intelligence,"AI - Ads, Search & Recommendations",Secondary
MH,"McGraw Hill, Inc.",Education Technology,Education - Digital Curriculum,Primary
MIDD,Middleby Corp,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
MITK,Mitek Systems Inc,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary
MKC,"Mccormick & Co, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
MKSI,MKS Inc.,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
MKTX,Marketaxess Holdings Inc,FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
MLEC,Moolec Science Sa,Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary
MLI,"Mueller Industries, Inc.",Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
MLI,"Mueller Industries, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Secondary
MLM,"Martin Marietta Materials, Inc.",Industrials & Construction,Industrials - Construction Materials & Aggregates,Primary
MMM,3M Co,Nanotechnology,NanoTech - Consumer & Industrial Products,Primary
MMM,3M Co,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Secondary
MMS,"Maximus, Inc.",Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary
MNDY,Monday.Com Ltd.,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
MNST,Monster Beverage Corp,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
MNTK,"Montauk Renewables, Inc.",Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary
MNTK,"Montauk Renewables, Inc.",Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary
MNTS,Momentus Inc.,Space Tech,"Space - Infrastructure, Exploration & Launch",Primary
MO,"Altria Group, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
MOD,Modine Manufacturing Co,Hardware,Hardware - Data Center Infrastructure & Servers,Primary
MOG.A,Moog Inc.,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Primary
MOG.A,Moog Inc.,Space Tech,"Space - Infrastructure, Exploration & Launch",Secondary
MORN,"Morningstar, Inc.",Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
MOS,Mosaic Co,Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
MOS,Mosaic Co,Commodities - Agriculture,"Comm Agri - Fertilizers, Crop Inputs & Seeds",Secondary
MP,Mp Materials Corp. / De,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary
MP,Mp Materials Corp. / De,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
MPC,Marathon Petroleum Corp,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
MPC,Marathon Petroleum Corp,Commodities - Energy,Comm Energy - Crude Oil,Secondary
MPT,"Medical Properties Trust, Inc. common stock",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary
MPWR,Monolithic Power Systems Inc,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
MPWR,Monolithic Power Systems Inc,Energy - Renewable,Energy Clean - Smart Grid & Electrification,Secondary
MQ,"Marqeta, Inc.",FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary
MRAM,Everspin Technologies Inc.,Semiconductors,Semis - Emerging Technologies,Primary
MRCY,Mercury Systems Inc,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
MRK,"Merck & Co., Inc.",Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary
MRK,"Merck & Co., Inc.",Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Secondary
MRNA,"Moderna, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary
MRNA,"Moderna, Inc.",Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Secondary
MRSH,"Marsh McLennan Companies, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
MRVL,"Marvell Technology, Inc.",Semiconductors,Semis - Emerging Technologies,Primary
MRVL,"Marvell Technology, Inc.",Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary
MS,Morgan Stanley,Financials - Traditional,Fin Trad - Capital Markets & Investment Banking,Primary
MS,Morgan Stanley,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Secondary
MSA,MSA Safety Inc,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
MSCI,Msci Inc.,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
MSEX,Middlesex Water Co,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary
MSFT,Microsoft Corporation,Cloud Computing,Cloud - Hyperscalers & Platforms,Primary
MSFT,Microsoft Corporation,Software,Software - Vertical SaaS Platforms,Secondary
MSI,"Motorola Solutions, Inc.",Hardware,Hardware - Communications & Telecom,Primary
MSI,"Motorola Solutions, Inc.",Telecommunications,Telecom - Infrastructure & Equipment,Secondary
MSM,"MSC Industrial Direct Co., Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
MSTR,MicroStrategy Incorporated,FinTech & Digital Finance,"FinTech - Crypto, Blockchain & Tokenization",Primary
MSTR,MicroStrategy Incorporated,Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Secondary
MTA,Metalla Royalty & Streaming Ltd.,Commodities - Metals,Comm Metals - Precious Metals,Primary
MTB,M&T Bank Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
MTCH,"Match Group, Inc.",Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
MTD,Mettler-Toledo International Inc.,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
MTD,Mettler-Toledo International Inc.,Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Secondary
MTDR,Matador Resources Co,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
MTG,MGIC Investment Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
MTLS,Materialise Nv,Hardware,Hardware - Printing & Imaging,Primary
MTLS,Materialise Nv,Industrial Automation & Robotics,"Automation - Additive Manufacturing, 3D Printing",Secondary
MTN,"Vail Resorts, Inc.",Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
MTSI,"MACOM Technology Solutions Holdings, Inc.",Semiconductors,Semis - Wireless & Connectivity,Primary
MTSI,"MACOM Technology Solutions Holdings, Inc.",Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Secondary
MTZ,"Mastec, Inc.",Industrials & Construction,Industrials - Engineering & Construction,Primary
MTZ,"Mastec, Inc.",Energy - Renewable,Energy Clean - Smart Grid & Electrification,Secondary
MU,Micron Technology Inc,Semiconductors,Semis - Memory & Storage,Primary
MU,Micron Technology Inc,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary
MUR,Murphy Oil Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
MUSA,Murphy USA Inc.,E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary
MVST,"Microvast Holdings, Inc.",Electric Vehicles & Mobility,EVs - Batteries & Materials,Primary
MZTI,The Marzetti Co,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
NATR,Natures Sunshine Products Inc,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
NB,Niocorp Developments Ltd,Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary
NBIX,"Neurocrine Biosciences, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary
NBTX,Nanobiotix S.A.,Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Primary
NCLH,Norwegian Cruise Line Holdings Ltd.,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
NDAQ,"Nasdaq, Inc.",FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
NDAQ,"Nasdaq, Inc.",Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Secondary
NDSN,Nordson Corp,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
NEE,Nextera Energy Inc,Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Primary
NEE,Nextera Energy Inc,Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Secondary
NEM,Newmont Corp /De/,Commodities - Metals,Comm Metals - Gold,Primary
NEM,Newmont Corp /De/,Commodities - Metals,Comm Metals - Precious Metals,Secondary
NET,"Cloudflare, Inc.",Cybersecurity,Cybersecurity - Application Security,Primary
NET,"Cloudflare, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Secondary
NEU,Newmarket Corp,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
NEXT,Nextdecade Corp.,Commodities - Energy,Comm Energy - Natural Gas & LNG,Primary
NFG,National Fuel Gas Co,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
NFG,National Fuel Gas Co,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
NFLX,Netflix Inc,Digital Entertainment & Media,Entertainment - Video Streaming,Primary
NGG,National Grid Plc,Energy - Renewable,Energy Clean - Smart Grid & Electrification,Primary
NGVC,"Natural Grocers By Vitamin Cottage, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
NHI,National Health Investors Inc,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
NI,Nisource Inc.,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
NI,Nisource Inc.,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
NICE,Nice Ltd.,Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Primary
NIO,Nio Inc.,Electric Vehicles & Mobility,EVs - Manufacturers,Primary
NJR,New Jersey Resources Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
NJR,New Jersey Resources Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
NKE,"Nike, Inc.",E-commerce,E-commerce - Direct-to-Consumer,Primary
NKE,"Nike, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Secondary
NLY,"Annaly Capital Management, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
NMG,Nouveau Monde Graphite Inc.,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Primary
NNDM,Nano Dimension Ltd.,Hardware,Hardware - Printing & Imaging,Primary
NNDM,Nano Dimension Ltd.,Industrial Automation & Robotics,"Automation - Additive Manufacturing, 3D Printing",Secondary
NNN,"Nnn Reit, Inc.",Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
NOC,Northrop Grumman Corp /De/,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
NOC,Northrop Grumman Corp /De/,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Secondary
NOK,Nokia Corp,Hardware,Hardware - Communications & Telecom,Primary
NOV,Nov Inc.,Energy - Traditional,Energy Base - Oilfield Services & Equipment,Primary
NOVT,Novanta Inc,Industrial Automation & Robotics,Automation - Factory & Process Automation Systems,Primary
NOW,"Servicenow, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
NOW,"Servicenow, Inc.",Cloud Computing,Cloud - Multi-Cloud Management,Secondary
NPWR,Net Power Inc.,Environmental Sustainability,Environmental - Climate Technologies & Carbon Solutions,Primary
NPWR,Net Power Inc.,Environmental Sustainability,Environmental - Sustainable Agriculture & Resource Management,Secondary
NRG,"Nrg Energy, Inc.",Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
NRG,"Nrg Energy, Inc.",Smart Home & IoT,Smart Home - Automation & Control Systems,Secondary
NRGV,"Energy Vault Holdings, Inc.",Energy - Renewable,Energy Clean - Batteries & Storage,Primary
NSA,National Storage Affiliates Trust,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
NSC,Norfolk Southern Corp,Transportation & Logistics,Transportation - Freight Rail & Infrastructure,Primary
NTAP,"Netapp, Inc.",Hardware,Hardware - Data Center Infrastructure & Servers,Primary
NTES,"Netease, Inc.",Software,Software - Gaming & Platforms,Primary
NTES,"Netease, Inc.",Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Secondary
NTGR,"Netgear, Inc.",Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Primary
NTLA,"Intellia Therapeutics, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
NTLA,"Intellia Therapeutics, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary
NTNX,"Nutanix, Inc.",Cloud Computing,Cloud - Multi-Cloud Management,Primary
NTR,Nutrien Ltd.,Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
NTR,Nutrien Ltd.,Commodities - Agriculture,"Comm Agri - Fertilizers, Crop Inputs & Seeds",Secondary
NTRA,"Natera, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
NTRS,Northern Trust Corp,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
NU,Nu Holdings Ltd.,FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary
NUE,Nucor Corp,Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
NUE,Nucor Corp,Commodities - Metals,Comm Metals - Recycling & Circular Materials,Secondary
NUS,"Nu Skin Enterprises, Inc.",Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Primary
NUS,"Nu Skin Enterprises, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
NVDA,Nvidia Corp,Semiconductors,Semis - Emerging Technologies,Primary
NVDA,Nvidia Corp,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary
NVEC,Nve Corp /New/,Semiconductors,Semis - Emerging Technologies,Primary
NVEC,Nve Corp /New/,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Secondary
NVO,Novo Nordisk A S,Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary
NVO,Novo Nordisk A S,Healthcare & Biotech,Healthcare - Age-Related & Longevity Therapeutics,Secondary
NVR,"NVR, Inc.",Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
NVST,Envista Holdings Corp,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
NVT,Nvent Electric Plc,Hardware,Hardware - Data Center Infrastructure & Servers,Primary
NVTS,Navitas Semiconductor Corp,Semiconductors,Semis - Emerging Technologies,Primary
NVTS,Navitas Semiconductor Corp,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Secondary
NWE,"Northwestern Energy Group, Inc.",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
NWSA,News Corp,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
NWSA,News Corp,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Secondary
NXE,Nexgen Energy Ltd.,Commodities - Energy,Comm Energy - Uranium & Nuclear Fuels,Primary
NXPI,Nxp Semiconductors N.V.,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
NXPI,Nxp Semiconductors N.V.,Semiconductors,Semis - Wireless & Connectivity,Secondary
