Ticker,Company Name,Theme,Sub Theme,Assignment
NXST,"Nexstar Media Group, Inc.",Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
NXT,Nextracker Inc.,Energy - Renewable,Energy Clean - Solar,Primary
NYT,New York Times Co,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
O,Realty Income Corp,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
OC,Owens Corning,Environmental Sustainability,Environmental - Climate Technologies & Carbon Solutions,Primary
OC,Owens Corning,Environmental Sustainability,Environmental - Sustainable Agriculture & Resource Management,Secondary
ODFL,"Old Dominion Freight Line, Inc.",Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
OGE,OGE Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
OGS,"One Gas, Inc.",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
OGS,"One Gas, Inc.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
OHI,Omega Healthcare Investors Inc,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
OHI,Omega Healthcare Investors Inc,Real Estate & REITs,Real Estate - Healthcare & Senior Living,Secondary
OII,Oceaneering International Inc,Energy - Traditional,Energy Base - Oilfield Services & Equipment,Primary
OII,Oceaneering International Inc,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
OKE,Oneok Inc /New/,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
OKE,Oneok Inc /New/,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
OKLO,Oklo Inc.,Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Primary
OKLO,Oklo Inc.,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary
OKTA,"Okta, Inc.",Cybersecurity,"Cybersecurity - Endpoint, Identity & Zero Trust",Primary
OLED,Universal Display Corp,Semiconductors,Semis - Emerging Technologies,Primary
OLED,Universal Display Corp,Hardware,Hardware - Next-Gen & Specialty,Secondary
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
OLN,Olin Corp,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary
OMC,Omnicom Group Inc.,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
OMCL,"Omnicell, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
ON,On Semiconductor Corp,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
ON,On Semiconductor Corp,Semiconductors,Semis - Emerging Technologies,Secondary
ONB,Old National Bancorp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
ONDS,Ondas Holdings Inc.,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Primary
ONTO,Onto Innovation Inc.,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
OPAL,Opal Fuels Inc.,Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary
OPAL,Opal Fuels Inc.,Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary
OPCH,"Option Care Health, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
OPCH,"Option Care Health, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Secondary
ORA,"Ormat Technologies, Inc.",Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Primary
ORCL,Oracle Corp,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
ORCL,Oracle Corp,Software,Software - Vertical SaaS Platforms,Secondary
ORI,Old Republic International Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
ORLY,O Reilly Automotive Inc,FinTech & Digital Finance,FinTech - Trading Platforms & WealthTech,Primary
OSCR,"Oscar Health, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
OSCR,"Oscar Health, Inc.",FinTech & Digital Finance,FinTech - InsurTech & Embedded Insurance,Secondary
OSK,Oshkosh Corp,Transportation & Logistics,Transportation - Infrastructure & Equipment,Primary
OTIS,Otis Worldwide Corp,Industrials & Construction,Industrials - Building Products & HVAC,Primary
OTLY,Oatly Group Ab,Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary
OTLY,Oatly Group Ab,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
OUST,"Ouster, Inc.",Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Primary
OUST,"Ouster, Inc.",Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Secondary
OVV,Ovintiv Inc.,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
OXY,Occidental Petroleum Corp /De/,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
OXY,Occidental Petroleum Corp /De/,Commodities - Energy,Comm Energy - Crude Oil,Secondary
OZK,Bank OZK,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
PAA,Plains All American Pipeline Lp,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
PAAS,Pan American Silver Corp,Commodities - Metals,Comm Metals - Gold,Primary
PAAS,Pan American Silver Corp,Commodities - Metals,Comm Metals - Precious Metals,Secondary
PACB,"Pacific Biosciences Of California, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
PACB,"Pacific Biosciences Of California, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Secondary
PAG,"Penske Automotive Group, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
PANW,Palo Alto Networks Inc,Industrial Automation & Robotics,"Automation - Industrial IoT, Connectivity",Primary
PANW,Palo Alto Networks Inc,Cybersecurity,Cybersecurity - Application Security,Secondary
PATH,"UiPath, Inc.",Software,Software - Vertical SaaS Platforms,Primary
PATH,"UiPath, Inc.",Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Secondary
PAYX,"Paychex, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
PAYX,"Paychex, Inc.",Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Secondary
PB,"Prosperity Bancshares, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
PBF,PBF Energy Inc.,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
PCAR,Paccar Inc,Transportation & Logistics,Transportation - Infrastructure & Equipment,Primary
PCG,PG&E Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
PCOR,"Procore Technologies, Inc.",Software,Software - Vertical SaaS Platforms,Primary
PCTY,Paylocity Holding Corp,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
PD,"Pagerduty, Inc.",Cloud Computing,"Cloud - DevOps, Observability",Primary
PD,"Pagerduty, Inc.",Software,"Software - Data, Analytics & DevOps",Secondary
PDD,Pdd Holdings Inc.,E-commerce,E-commerce - Platforms,Primary
PDD,Pdd Holdings Inc.,Software,Software - Vertical SaaS Platforms,Secondary
PDFS,Pdf Solutions Inc,Semiconductors,Semis - EDA Tools & Design Software,Primary
PEB,Pebblebrook Hotel Trust,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
PECO,"Phillips Edison & Company, Inc.",Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
PEG,Public Service Enterprise Group Inc,Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Primary
PEGA,Pegasystems Inc.,Software,"Software - Collaboration, CRM & Communications",Primary
PEGA,Pegasystems Inc.,Artificial Intelligence,"AI - Apps, Domain-Specific AI",Secondary
PEN,"Penumbra, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
PENN,"Penn Entertainment, Inc.",Digital Entertainment & Media,"Entertainment - Sports Betting, Wagering & Prediction Markets",Primary
PENN,"Penn Entertainment, Inc.",Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Secondary
PEP,Pepsico Inc,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
PFE,Pfizer Inc,Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary
PFE,Pfizer Inc,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Secondary
PFG,"Principal Financial Group, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
PFG,"Principal Financial Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Secondary
PFGC,Performance Food Group Co,Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
PG,Procter & Gamble Co,Consumer Goods & Retail,Consumer - Household & Personal Care,Primary
PG,Procter & Gamble Co,Nanotechnology,NanoTech - Consumer & Industrial Products,Secondary
PGR,Progressive Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
PH,Parker-Hannifin Corp,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
PH,Parker-Hannifin Corp,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
PHM,"Pultegroup, Inc.",Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
PHR,"Phreesia, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
PI,Impinj Inc,Hardware,Hardware - Industrial & IoT,Primary
PI,Impinj Inc,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Secondary
PII,Polaris Inc.,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
PINS,"Pinterest, Inc.",E-commerce,E-commerce - Online Marketplaces & Recommerce,Primary
PINS,"Pinterest, Inc.",Artificial Intelligence,"AI - Ads, Search & Recommendations",Secondary
PK,Park Hotels & Resorts Inc.,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
PKG,Packaging Corp Of America,Industrials & Construction,Industrials - Packaging & Containers,Primary
PL,Planet Labs Pbc,Defense & Aerospace,Defense - Space Technology & Satellite Services,Primary
PL,Planet Labs Pbc,Space Tech,Space - Data Analytics & Earth Observation,Secondary
PLD,"Prologis, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
PLD,"Prologis, Inc.",Real Estate & REITs,"Real Estate - E-Commerce, Warehousing & Logistics",Secondary
PLNT,"Planet Fitness, Inc.",Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
PLNT,"Planet Fitness, Inc.",Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Secondary
PLTK,Playtika Holding Corp.,Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Primary
PLTR,Palantir Technologies Inc.,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
PLTR,Palantir Technologies Inc.,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
PLUG,Plug Power Inc,Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
PLUG,Plug Power Inc,Nanotechnology,NanoTech - Energy & Environment,Secondary
PM,Philip Morris International Inc.,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
PNC,"PNC Financial Services Group, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
PNFP,"Pinnacle Financial Partners, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
PNR,Pentair Plc,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary
PNW,Pinnacle West Capital Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
PODD,Insulet Corp,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
PODD,Insulet Corp,Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Secondary
POR,Portland General Electric Co,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
POST,"Post Holdings, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
POWI,Power Integrations Inc,Semiconductors,Semis - Emerging Technologies,Primary
PPC,Pilgrims Pride Corp,Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
PPC,Pilgrims Pride Corp,Commodities - Agriculture,Comm Agri - Livestock & Animal Protein,Secondary
PPG,Ppg Industries Inc,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
PPL,Ppl Corp,Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Primary
PR,Permian Resources Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
PRCT,Procept Biorobotics Corp,Industrial Automation & Robotics,Robotics - Medical & Surgical Robotics,Primary
PRDO,Perdoceo Education Corp,Education Technology,Education - Workforce Training,Primary
PRI,"Primerica, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
PRLB,Proto Labs Inc,Industrial Automation & Robotics,"Automation - Additive Manufacturing, 3D Printing",Primary
PRU,"Prudential Financial, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
PRVA,"Privia Health Group, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
PSA,Public Storage,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
PSKY,Paramount Skydance Corporation - Class B,Digital Entertainment & Media,Entertainment - Video Streaming,Primary
PSN,Parsons Corp,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
PSN,Parsons Corp,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Secondary
PSNY,Polestar Automotive Holding Uk Plc,Electric Vehicles & Mobility,EVs - Manufacturers,Primary
PSO,Pearson Plc,Education Technology,Education - Digital Curriculum,Primary
PSX,Phillips 66,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
PTC,Ptc Inc.,Industrial Automation & Robotics,"Automation - Industrial IoT, Connectivity",Primary
PTC,Ptc Inc.,Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Secondary
PTEN,Patterson Uti Energy Inc,Energy - Traditional,Energy Base - Oilfield Services & Equipment,Primary
PTON,"Peloton Interactive, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
PUBM,"Pubmatic, Inc.",E-commerce,E-commerce - Retail Media & Advertising,Primary
PUBM,"Pubmatic, Inc.",Artificial Intelligence,"AI - Ads, Search & Recommendations",Secondary
PVH,PVH Corp,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary
PWR,"Quanta Services, Inc.",Energy - Renewable,Energy Clean - Smart Grid & Electrification,Primary
PWR,"Quanta Services, Inc.",Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary
PYPL,"Paypal Holdings, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
Q,"Qnity Electronics, Inc.",Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
Q,"Qnity Electronics, Inc.",Nanotechnology,NanoTech - Consumer & Industrial Products,Secondary
QBTS,D-Wave Quantum Inc.,Hardware,Hardware - Next-Gen & Specialty,Primary
QBTS,D-Wave Quantum Inc.,Semiconductors,Semis - Emerging Technologies,Secondary
QCOM,Qualcomm Inc/De,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Primary
QCOM,Qualcomm Inc/De,Semiconductors,Semis - Wireless & Connectivity,Secondary
QDEL,Quidelortho Corp,Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
QLYS,"Qualys, Inc.",Cybersecurity,Cybersecurity - Application Security,Primary
QLYS,"Qualys, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Secondary
QRVO,"Qorvo, Inc.",Semiconductors,Semis - Wireless & Connectivity,Primary
QRVO,"Qorvo, Inc.",Telecommunications,"Telecom - 5G, Wireless & Carriers",Secondary
QS,Quantumscape Corp,Electric Vehicles & Mobility,EVs - Batteries & Materials,Primary
QS,Quantumscape Corp,Nanotechnology,NanoTech - Energy & Environment,Secondary
QUBT,Quantum Computing Inc.,Semiconductors,Semis - Emerging Technologies,Primary
R,Ryder System Inc,Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Primary
RACE,Ferrari N.V.,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
RBA,"RB Global, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
RBA,"RB Global, Inc.",E-commerce,E-commerce - Online Marketplaces & Recommerce,Secondary
RBC,RBC Bearings Inc,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
RBC,RBC Bearings Inc,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
RBLX,Roblox Corp,Software,Software - Gaming & Platforms,Primary
RBLX,Roblox Corp,Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Secondary
RCAT,"Red Cat Holdings, Inc.",Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Primary
RCAT,"Red Cat Holdings, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
RCL,Royal Caribbean Group,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
RDDT,"Reddit, Inc.",Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
RDW,Redwire Corp,Space Tech,Space - Data Analytics & Earth Observation,Primary
